id,latitude,longitude
Equipement,48.84027123,"48.8402712274,"
Jardins,48.84037323,"48.8403732324,"
Equipement,2.379528834,48.84047679
Crèches,48.84069125,"48.8406912491,"
Jardins,48.84077226,"48.8407722637,"
Halte-garderie,48.84082338,"48.8408233799,"
Crèches,2.319648011,48.84082338
Crèches,48.84083953,"48.8408395256,"
Equipement,48.84083994,"48.8408399353,"
Mairies,2.38813161,48.84086921
Halte-garderie,48.84091786,"48.8409178578,"
Cimetière,48.8410705,"48.841070495,"
Jardins,48.84110919,"48.841109186,"
Mairies,2.300284247,48.84137877
Crèches,48.84145741,"48.8414574117,"
Equipement,2.411605592,48.84158705
Jardins,48.84170824,"48.841708239,"
Bibliothèque,48.841882,"48.841882,"
Equipement,48.8419559,"48.8419558977,"
Jardins,48.84211613,"48.8421161281,"
Jardins,48.84220031,"48.8422003113,"
Bibliothèque,48.842281,"48.842281,"
Piscine,2.413114873,48.8423272
Bibliothèque,2.263607,48.842404
Bibliothèque,48.842427,"48.842427,"
Bibliothèque,2.397234,48.842483
Bains,48.84282,"48.84282,"
Jardins,2.292271969,48.84285073
Musée,2.318431,48.843146
Bains,2.384864,48.843281
Equipement,48.84331786,"48.8433178607,"
Jardins,2.35042129,48.84336205
Jardins,48.8433629,"48.8433629034,"
Equipement,48.84348962,"48.8434896186,"
Jardins,48.84349061,"48.843490605,"
Jardins,2.385300454,48.84356828
Equipement,2.302335116,48.84375406
Equipement,2.339288915,48.84382418
Equipement,48.8438326,"48.8438326011,"
Crèches,48.843928,"48.8439279955,"
Crèches,48.843928,"48.8439279955,"
Equipement,2.323025011,48.84411095
Piscine,48.84411095,"48.8441109512,"
Crèches,48.8441324,"48.8441323986,"
Jardins,48.84431529,"48.8443152948,"
Collèges,48.8443838,"48.844383804,"
Bains,48.844405,"48.844405,"
Jardins,48.84467355,"48.8446735456,"
Crèches,48.84526427,"48.8452642688,"
Jardins,48.84533811,"48.8453381058,"
Crèches,48.84571595,"48.8457159543,"
Equipement,2.36289087,48.84592639
Equipement,2.323141372,48.84592883
Bains,48.8462,"48.8462,"
Lycées,48.84631751,"48.8463175137,"
Collèges,48.84631751,"48.8463175137,"
Crèches,48.8463384,"48.8463383981,"
Crèches,48.8463384,"48.8463383981,"
Equipement,2.351407179,48.84647688
Crèches,48.84651738,"48.8465173798,"
Equipement,48.84656394,"48.8465639366,"
Crèches,48.84676604,"48.8467660352,"
Equipement,48.84692084,"48.8469208404,"
Jardins,2.376910497,48.84709672
Crèches,48.8471077,"48.8471077049,"
Crèches,48.84723079,"48.8472307925,"
Halte-garderie,48.84724439,"48.8472443877,"
Crèches,48.84724439,"48.8472443877,"
Piscine,2.28277217,48.84765262
Equipement,2.377266817,48.84795994
Jardins,2.280167402,48.84813311
Jardins,48.84841452,"48.8484145225,"
Crèches,48.84865471,"48.84865471,"
Equipement,48.8488724,"48.8488724009,"
Piscine,2.284959065,48.84891566
Jardins,48.84897396,"48.8489739556,"
Jardins,48.84908224,"48.849082236,"
Crèches,48.849098,"48.8490979972,"
Crèches,48.84930022,"48.849300217,"
Jardins,2.403837693,48.84931422
Crèches,48.84934977,"48.8493497663,"
Jardins,48.84966742,"48.849667416,"
Jardins,2.28234585,48.84968092
Jardins,48.84972125,"48.8497212496,"
Jardins,48.84994321,"48.849943209,"
Bibliothèque,48.850042,"48.850042,"
Jardins,48.85005325,"48.8500532515,"
Jardins,2.313577103,48.85033898
Jardins,2.37707667,48.85040599
Mairies,2.332218134,48.85062896
Crèches,48.85131045,"48.8513104536,"
Jardins,2.361706417,48.85134567
Jardins,48.85157588,"48.8515758811,"
Ecoles,2.410436168,48.85161229
Ecoles,2.410436168,48.85161229
Jardins,48.85162028,"48.8516202823,"
Jardins,2.345517853,48.85163587
Jardins,48.85164759,"48.8516475864,"
Bibliothèque,48.851662,"48.851662,"
Piscine,48.85170194,"48.8517019396,"
Equipement,2.335861103,48.85170194
Equipement,48.8517481,"48.8517480964,"
Crèches,2.411804627,48.85184635
Crèches,2.344943736,48.85185303
Crèches,48.8519032,"48.8519031958,"
Jardins,2.391195545,48.85205476
Conservatoire,2.335979,48.852068
Jardins,48.85213929,"48.852139287,"
Crèches,2.3817537,48.8521547
Jardins,48.85239099,"48.8523909866,"
Jardins,2.350805293,48.85242669
Collèges,48.85255367,"48.8525536688,"
Jardins,2.381493688,48.85267051
Equipement,48.85291715,"48.852917153,"
Jardins,2.261138171,48.85301415
Jardins,48.85305591,"48.8530559121,"
Ecoles,2.40416982,48.85309097
Ecoles,2.40416982,48.85309097
Equipement,2.412457761,48.85318783
Equipement,2.343553365,48.85335636
Equipement,2.401520395,48.85342963
Equipement,48.85365097,"48.853650968,"
Jardins,48.85368656,"48.8536865611,"
Crèches,48.85376658,"48.8537665767,"
Jardins,2.359363791,48.85397205
Equipement,48.8540146,"48.8540145956,"
Crèches,48.85414236,"48.8541423573,"
Jardins,48.85422611,"48.8542261128,"
Jardins,48.85458571,"48.854585711,"
Equipement,48.85458966,"48.854589659,"
Musée,2.366396,48.854618
Equipement,2.290731002,48.85468449
Equipement,2.304545378,48.85485945
Equipement,2.407539033,48.85495259
Equipement,2.403639995,48.85498704
Equipement,2.398605362,48.85512448
Crèches,48.85518327,"48.8551832749,"
Musée,48.855184,"48.855184,"
Equipement,2.289658778,48.85535329
Equipement,2.289658778,48.85535329
Equipement,2.289658778,48.85535329
Piscine,48.85535329,"48.8553532931,"
Jardins,2.312211856,48.85555449
Jardins,2.365524348,48.85558934
Crèches,48.85574251,"48.8557425102,"
Jardins,2.283429375,48.85579651
Equipement,2.355502192,48.85586265
Jardins,2.385530444,48.85587026
Crèches,48.85589184,"48.8558918427,"
Equipement,2.273660941,48.85603065
Equipement,2.412051945,48.85604796
Equipement,2.273342559,48.85608635
Mairies,2.355984994,48.85613093
Crèches,2.400569215,48.85615392
Jardins,2.380788146,48.85615997
CIO,2.284374429,48.85631121
Equipement,2.388236918,48.85647628
Piscine,2.394204267,48.85649078
Jardins,48.85651619,"48.8565161876,"
Jardins,48.85669851,"48.8566985114,"
Jardins,2.370914532,48.85682663
Jardins,48.85688799,"48.8568879942,"
Collèges,48.85692838,"48.8569283841,"
Crèches,48.85719905,"48.8571990461,"
Halte-garderie,48.8572534,"48.8572533955,"
Crèches,2.345739692,48.8572534
Musée,48.857317,"48.857317,"
Jardins,2.310848042,48.85749663
Halte-garderie,48.85768959,"48.8576895857,"
Crèches,2.360813161,48.85768959
Ecoles,2.359147415,48.85771307
Ecoles,2.359147415,48.85771307
Jardins,2.348735266,48.85789452
Jardins,2.406084374,48.85794591
Crèches,48.85799879,"48.8579987922,"
Jardins,48.85803604,"48.8580360405,"
Bibliothèque,2.308831,48.858252
Piscine,2.261259068,48.85828064
Equipement,2.298929636,48.85845562
Ecoles,2.318424997,48.85875706
Ecoles,2.318424997,48.85875706
Jardins,2.399053067,48.8587773
Jardins,2.294438166,48.85889463
Jardins,48.85900905,"48.8590090508,"
Ecoles,48.85900912,"48.8590091182,"
Ecoles,48.85900912,"48.8590091182,"
Equipement,48.85903787,"48.8590378713,"
Jardins,2.37179564,48.85907676
Piscine,48.85909355,"48.8590935483,"
Equipement,2.352356294,48.85909355
Equipement,2.352356294,48.85909355
Crèches,2.356774596,48.85909821
Equipement,2.411500511,48.85919436
Jardins,2.371925094,48.85933319
Crèches,48.85936905,"48.8593690455,"
Crèches,48.85948699,"48.8594869852,"
Jardins,48.85952857,"48.8595285692,"
Equipement,2.41144411,48.859529
Crèches,2.361223221,48.85971001
Crèches,2.342000276,48.85971329
Jardins,2.400798891,48.85981949
Jardins,2.411538816,48.85995685
Bibliothèque,48.860053,"48.860053,"
Equipement,2.353505322,48.86010691
Lycées,2.345259288,48.86017718
Equipement,2.383944294,48.86021601
Bibliothèque,48.860225,"48.860225,"
Equipement,2.411316186,48.86037497
Jardins,2.405215746,48.86057232
Piscine,2.370343095,48.86079792
Jardins,2.288112465,48.86083454
Conservatoire,2.384282,48.860979
Jardins,48.86098207,"48.8609820683,"
Ecoles,48.86107391,"48.8610739054,"
Ecoles,48.86107391,"48.8610739054,"
Crèches,48.86110617,"48.8611061662,"
Crèches,48.86110617,"48.8611061662,"
Jardins,48.86149086,"48.8614908626,"
Jardins,48.86154628,"48.8615462819,"
Piscine,48.86161937,"48.8616193698,"
Equipement,2.34802314,48.86161937
Jardins,2.379048431,48.86170017
Crèches,2.284288015,48.86180865
Lycées,2.363453424,48.8618794
Bibliothèque,2.345247,48.862247
Equipement,48.86234302,"48.8623430218,"
Jardins,2.306320198,48.86267535
Collèges,48.86273167,"48.8627316707,"
Crèches,48.86307693,"48.8630769285,"
Jardins,2.389136379,48.86363839
Bibliothèque,48.863756,"48.863756,"
Ecoles,48.86411705,"48.8641170452,"
Ecoles,48.86411705,"48.8641170452,"
Equipement,48.86413805,"48.8641380488,"
Ecoles,2.348191579,48.86436936
Ecoles,2.348191579,48.86436936
Bains,48.8644,"48.8644,"
Jardins,2.360677028,48.86447531
Equipement,2.269816154,48.8645898
Crèches,48.86467992,"48.8646799194,"
Mairies,2.39938823,48.86521593
Ecoles,48.86532826,"48.8653282552,"
Ecoles,48.86532826,"48.8653282552,"
Jardins,48.86550324,"48.8655032407,"
Crèches,48.8655095,"48.8655094964,"
Equipement,2.386370689,48.86551353
Jardins,2.388211641,48.86568916
Crèches,48.86607424,"48.8660742445,"
Bibliothèque,48.866082,"48.866082,"
Jardins,2.380389516,48.86617409
Crèches,2.340417903,48.86626749
Crèches,48.8665285,"48.8665285045,"
Equipement,2.345416528,48.86660946
Equipement,2.345416528,48.86660946
Crèches,48.86670128,"48.8667012819,"
Equipement,48.86673109,"48.8667310901,"
Halte-garderie,48.86681835,"48.8668183521,"
Jardins,2.270822214,48.86697691
Jardins,48.8670545,"48.8670545027,"
CIO,48.86713131,"48.8671313113,"
Jardins,2.353808218,48.86713841
Jardins,2.391422638,48.86738429
Equipement,2.283873712,48.86738638
Crèches,48.86752251,"48.8675225072,"
Jardins,48.86755378,"48.8675537776,"
Crèches,48.86795652,"48.8679565205,"
Ecoles,48.86796669,"48.8679666858,"
Ecoles,48.86796669,"48.8679666858,"
Jardins,48.86796706,"48.8679670555,"
Jardins,2.294157752,48.86799519
Jardins,2.367891135,48.86800369
Equipement,2.388470674,48.86811753
Collèges,2.374258943,48.8682608
Ecoles,2.305335137,48.86850239
Ecoles,2.305335137,48.86850239
Equipement,2.273267825,48.86862009
Equipement,2.273267825,48.86862009
Piscine,48.86862009,"48.8686200908,"
Ecoles,2.280743401,48.86896061
Ecoles,2.280743401,48.86896061
Crèches,48.8689651,"48.8689651026,"
Jardins,48.86910026,"48.8691002562,"
Jardins,48.86910603,"48.8691060309,"
Equipement,2.360261456,48.86927966
Jardins,2.36700445,48.86932987
Crèches,48.86941338,"48.8694133825,"
Ecoles,48.86944126,"48.8694412565,"
Ecoles,48.86944126,"48.8694412565,"
Ecoles,2.359861503,48.86947544
Ecoles,2.359861503,48.86947544
Bibliothèque,2.359807,48.869511
Crèches,48.86975942,"48.8697594161,"
Jardins,48.86977653,"48.8697765299,"
Equipement,48.86986017,"48.8698601651,"
Bibliothèque,2.385381,48.869971
Equipement,2.375962336,48.8700594
Jardins,2.375238581,48.87008276
CIO,2.402930254,48.87013145
Equipement,48.870597,"48.8705970021,"
Jardins,2.396668586,48.87061304
Crèches,48.87084228,"48.8708422769,"
Ecoles,2.409810612,48.87110898
Ecoles,2.409810612,48.87110898
Equipement,2.378843418,48.87119961
Halte-garderie,48.8716974,"48.8716973956,"
Bibliothèque,48.871757,"48.871757,"
Equipement,48.87182193,"48.8718219255,"
Equipement,48.87182193,"48.8718219255,"
Crèches,48.87204841,"48.8720484149,"
Crèches,48.87204841,"48.8720484149,"
Bains,2.392472,48.872126
Ecoles,2.307459491,48.87213602
Ecoles,2.307459491,48.87213602
Crèches,48.87245216,"48.8724521605,"
Mairies,2.341268058,48.87246333
Crèches,2.373569914,48.87272098
Equipement,48.87276529,"48.8727652936,"
Ecoles,2.393126769,48.87284506
Ecoles,2.393126769,48.87284506
Halte-garderie,48.87306732,"48.8730673152,"
Bibliothèque,48.873327,"48.873327,"
Ecoles,48.87334584,"48.8733458442,"
Ecoles,48.87334584,"48.8733458442,"
Jardins,2.376658908,48.87335563
Crèches,2.351993209,48.87355528
Halte-garderie,48.87355528,"48.8735552804,"
Crèches,48.87367,"48.8736699998,"
Jardins,2.29126268,48.87367749
Jardins,48.8739015,"48.8739014953,"
Jardins,2.377096114,48.87454252
Jardins,2.358118792,48.8745477
Jardins,48.87458288,"48.8745828817,"
Equipement,48.87467899,"48.8746789897,"
Equipement,2.363690139,48.87476822
Equipement,48.87476822,"48.8747682213,"
Crèches,48.87476865,"48.8747686461,"
Crèches,48.87479846,"48.8747984567,"
Ecoles,2.403872013,48.87485361
Ecoles,2.403872013,48.87485361
Crèches,2.30445924,48.875341
Crèches,48.87539263,"48.8753926318,"
Equipement,2.355247388,48.87544737
Jardins,2.36940766,48.87551622
Equipement,2.376551761,48.87563295
Equipement,2.381497087,48.87579985
Ecoles,2.370662177,48.87587556
Ecoles,2.370662177,48.87587556
Jardins,2.320381816,48.87591552
Ecoles,2.306802796,48.87598475
Ecoles,2.306802796,48.87598475
Crèches,48.876055,"48.8760549998,"
Jardins,2.406600466,48.87614693
Crèches,48.87615228,"48.876152284,"
Bibliothèque,48.876265,"48.876265,"
Bains,48.876299,"48.876299,"
Equipement,48.87632119,"48.8763211877,"
Crèches,48.87656566,"48.8765656575,"
Crèches,48.87663136,"48.8766313648,"
Crèches,48.8767144,"48.8767143981,"
Crèches,48.87673697,"48.876736971,"
Jardins,2.331615734,48.87677985
Collèges,48.87685,"48.8768500013,"
Jardins,48.87695937,"48.876959372,"
Jardins,2.394449999,48.877155
Crèches,48.87716807,"48.8771680693,"
Jardins,48.87717223,"48.8771722327,"
Crèches,48.87721279,"48.877212791,"
Collèges,48.87748523,"48.8774852266,"
Crèches,48.87757384,"48.8775738401,"
Crèches,48.87770343,"48.8777034345,"
Bibliothèque,2.345359,48.877715
Collèges,2.366250111,48.87780093
Equipement,2.395458003,48.87791773
Jardins,2.366191614,48.87796313
Equipement,48.87796382,"48.8779638246,"
Equipement,48.87796382,"48.8779638246,"
Jardins,48.87798918,"48.8779891764,"
Crèches,2.386023316,48.87815339
Bibliothèque,48.878178,"48.878178,"
Crèches,48.87825231,"48.8782523143,"
Jardins,2.351739594,48.87828971
Crèches,2.33446749,48.87867647
Crèches,48.87878799,"48.8787879928,"
Collèges,48.87879328,"48.8787932793,"
Collèges,48.87884621,"48.8788462077,"
Equipement,48.87899691,"48.8789969109,"
Bains,2.371646,48.879041
Halte-garderie,2.343885047,48.8790513
Crèches,48.87911409,"48.8791140944,"
Jardins,2.388444274,48.87975372
Crèches,48.8800837,"48.8800836995,"
Equipement,2.376787623,48.88058548
Equipement,2.376787623,48.88058548
Piscine,48.88058548,"48.8805854832,"
Equipement,2.371510452,48.88076058
Crèches,48.88080721,"48.8808072054,"
Crèches,2.361831787,48.88136353
Bibliothèque,48.881456,"48.881456,"
Crèches,48.8816447,"48.881644703,"
Jardins,48.88191168,"48.8819116828,"
Collèges,48.88199965,"48.8819996454,"
Piscine,2.34201982,48.8822131
Crèches,48.88221966,"48.8822196565,"
Equipement,48.88252159,"48.8825215922,"
Crèches,48.8827061,"48.8827061012,"
Piscine,48.88273661,"48.8827366084,"
Halte-garderie,2.381933838,48.88276196
Equipement,2.389459121,48.88285546
Piscine,48.88292911,"48.882929111,"
Ecoles,48.88296596,"48.882965956,"
Ecoles,48.88296596,"48.882965956,"
Crèches,2.389748665,48.88307319
Crèches,2.389748665,48.88307319
Halte-garderie,48.88307319,"48.8830731909,"
Jardins,48.8831826,"48.8831825976,"
Equipement,2.363990507,48.88321219
Crèches,2.393662703,48.88327669
Jardins,2.283126672,48.88363794
Collèges,2.340735685,48.8840964
Collèges,48.88432033,"48.884320329,"
Crèches,48.8845644,"48.8845643986,"
Conservatoire,48.884586,"48.884586,"
Ecoles,2.374922492,48.88461516
Ecoles,2.374922492,48.88461516
Crèches,48.88462138,"48.8846213832,"
Crèches,2.339511801,48.88465494
Jardins,2.358559449,48.88469144
Crèches,48.88471734,"48.8847173365,"
Bibliothèque,48.884756,"48.884756,"
Ecoles,48.88476466,"48.8847646601,"
Ecoles,48.88476466,"48.8847646601,"
Jardins,2.338651015,48.88483744
Jardins,2.297306738,48.88490269
Halte-garderie,48.88498014,"48.8849801354,"
Crèches,2.374198842,48.88498014
Bibliothèque,2.367232,48.885157
Equipement,2.315076256,48.88518954
Equipement,2.379326847,48.88519074
Equipement,48.88523596,"48.8852359637,"
Jardins,2.356159763,48.88530338
Jardins,2.338423836,48.88539231
Equipement,48.88544051,"48.8854405082,"
Ecoles,48.8856983,"48.8856982956,"
Ecoles,48.8856983,"48.8856982956,"
Collèges,48.88587621,"48.8858762129,"
Jardins,48.88590858,"48.8859085815,"
Jardins,2.3736144,48.88591054
Collèges,48.88591115,"48.8859111476,"
Ecoles,48.88595232,"48.8859523207,"
Ecoles,48.88595232,"48.8859523207,"
Jardins,48.88595244,"48.8859524363,"
Ecoles,48.88612389,"48.8861238859,"
Ecoles,48.88612389,"48.8861238859,"
Jardins,2.356050992,48.88613073
Collèges,48.88620227,"48.8862022679,"
Jardins,48.88620311,"48.8862031112,"
Cimetière,2.341978369,48.88663588
Equipement,48.88678143,"48.8867814349,"
Equipement,2.394414247,48.88684221
Equipement,2.334201153,48.88698449
Jardins,48.88712946,"48.8871294585,"
Equipement,2.372230253,48.88716584
Halte-garderie,48.88721396,"48.8872139599,"
Crèches,48.88732084,"48.8873208376,"
Jardins,48.88739084,"48.8873908391,"
Crèches,2.289201219,48.88754857
Crèches,48.88755898,"48.8875589806,"
Crèches,48.88765049,"48.8876504915,"
Crèches,48.88774478,"48.8877447798,"
Jardins,48.88789498,"48.8878949774,"
Crèches,48.88806147,"48.8880614745,"
Crèches,48.88810583,"48.8881058289,"
Jardins,48.88821873,"48.8882187319,"
Crèches,48.88830582,"48.8883058191,"
Ecoles,2.294903758,48.88849894
Ecoles,2.294903758,48.88849894
Jardins,48.88857447,"48.88857447,"
Ecoles,48.88875728,"48.8887572805,"
Ecoles,48.88875728,"48.8887572805,"
Equipement,48.88876479,"48.8887647883,"
Collèges,48.88902399,"48.889023986,"
Equipement,48.88957722,"48.8895772196,"
Crèches,48.88966852,"48.8896685208,"
Crèches,48.88968319,"48.8896831917,"
Crèches,48.8897264,"48.8897264023,"
Crèches,2.308724971,48.88981514
Bibliothèque,48.889836,"48.889836,"
Ecoles,2.354852339,48.88987192
Ecoles,2.354852339,48.88987192
Equipement,48.88997952,"48.8899795239,"
Jardins,2.325722962,48.88998081
Crèches,48.8899822,"48.889982199,"
Jardins,48.89001134,"48.8900113402,"
Jardins,2.308048873,48.8900857
Equipement,48.89031648,"48.8903164766,"
Jardins,2.297870725,48.89050957
Halte-garderie,48.89065204,"48.890652036,"
Jardins,2.299610081,48.89067281
Jardins,2.298338487,48.89080229
Jardins,2.298393037,48.89080231
Ecoles,2.304393508,48.89091206
Ecoles,2.304393508,48.89091206
Bibliothèque,2.34427,48.891564
Crèches,2.330773877,48.89173701
Jardins,2.338160282,48.89174388
Jardins,48.89174389,"48.8917438877,"
Lycées,2.345974904,48.89177227
Jardins,48.8918833,"48.8918832958,"
Jardins,2.361126543,48.89199302
Ecoles,2.315030377,48.89199368
Ecoles,2.315030377,48.89199368
Equipement,2.303269483,48.89202653
Equipement,2.303269483,48.89202653
Crèches,48.89205226,"48.892052259,"
Collèges,48.89218018,"48.892180181,"
Jardins,2.361999605,48.89246045
Jardins,48.8926764,"48.8926764015,"
Bains,48.892993,"48.892993,"
Jardins,2.346452335,48.89300244
Ecoles,48.89303542,"48.8930354158,"
Ecoles,48.89303542,"48.8930354158,"
Conservatoire,2.34738,48.893326
Crèches,48.8935579,"48.8935578972,"
Jardins,48.89361121,"48.8936112133,"
Ecoles,2.351580506,48.8937213
Ecoles,2.351580506,48.8937213
Jardins,2.384149221,48.89396414
Jardins,48.89408057,"48.8940805673,"
Jardins,48.89411722,"48.894117219,"
Jardins,2.324576381,48.89415333
Crèches,48.89422882,"48.8942288194,"
Crèches,48.89427658,"48.8942765764,"
Ecoles,2.360636673,48.89429527
Ecoles,2.360636673,48.89429527
Bains,2.350981,48.894333
Equipement,48.89446771,"48.8944677076,"
Equipement,48.89458545,"48.8945854514,"
Equipement,48.89458545,"48.8945854514,"
Piscine,2.318913003,48.89467375
Equipement,48.89474903,"48.894749029,"
Crèches,48.89480536,"48.8948053572,"
Crèches,48.89519448,"48.8951944837,"
Jardins,2.319884337,48.89530382
Crèches,2.362345,48.8954
Jardins,48.89565825,"48.895658251,"
Jardins,2.360964761,48.89587793
Jardins,48.89595198,"48.8959519758,"
Jardins,48.89624008,"48.8962400782,"
Crèches,48.89637238,"48.8963723805,"
Ecoles,2.353436362,48.89685051
Ecoles,2.353436362,48.89685051
Crèches,48.89701192,"48.8970119169,"
Equipement,2.32487,48.897015
CIO,2.318907096,48.89774419
Equipement,2.326202928,48.89784475
Collèges,48.89826604,"48.8982660409,"
Ecoles,2.379188517,48.89831859
Ecoles,2.379188517,48.89831859
Equipement,48.89839303,"48.8983930306,"
Bains,48.89847,"48.89847,"
Equipement,48.89857049,"48.8985704876,"
Equipement,48.89857049,"48.8985704876,"
Jardins,2.338324124,48.89883016
Equipement,2.325150352,48.89890611
Crèches,48.89914945,"48.899149449,"
Equipement,48.89915858,"48.8991585767,"
Equipement,2.342144638,48.89928201
Equipement,2.342144638,48.89928201
Piscine,48.89928201,"48.8992820132,"
Ecoles,2.374606519,48.89954323
Ecoles,2.374606519,48.89954323
Equipement,48.8996556,"48.8996555969,"
Jardins,48.89965705,"48.8996570454,"
Jardins,2.33837871,48.89976541
Crèches,48.89977071,"48.8997707103,"
Lycées,2.367059095,48.89981241
Jardins,2.37067847,48.89994015
Jardins,2.345198771,48.89998092
Jardins,2.367350395,48.90012096
